user_id,anime_id,rating
290,59,-1
308,59,7
54,60,-1
66,60,6
94,60,10
108,60,7
111,60,7
140,60,-1
142,60,8
158,60,9
159,60,7
177,60,7
210,60,9
226,60,7
11,61,4
16,61,8
66,61,9
104,61,6
107,61,8
108,61,9
143,61,-1
159,61,8
160,61,8
179,61,10
180,61,10
213,61,8
226,61,7
235,61,6
287,61,8
288,61,7
293,61,7
54,62,-1
120,62,8
226,62,7
232,62,-1
256,62,9
261,62,6
288,62,7
289,62,-1
5,63,1
26,63,-1
54,63,-1
111,63,4
158,63,6
189,63,1
226,63,7
288,63,7
289,63,-1
308,63,7
7,64,8
18,64,9
21,64,8
35,64,-1
54,64,-1
64,64,9
107,64,8
111,64,7
165,64,9
201,64,8
226,64,6
235,64,7
256,64,8
263,64,8
280,64,8
292,64,7
7,65,7
18,65,9
35,65,-1
54,65,-1
111,65,8
165,65,9
201,65,8
263,65,7
280,65,8
292,65,7
17,66,6
24,66,9
54,66,-1
55,66,8
98,66,10
102,66,8
128,66,9
160,66,9
167,66,7
170,66,9
179,66,10
189,66,8
247,66,8
256,66,9
5,67,6
43,67,5
51,67,7
129,67,8
160,67,9
226,67,7
235,67,6
250,67,6
269,67,8
270,67,-1
288,67,6
5,68,6
43,68,8
75,68,8
90,68,-1
108,68,7
109,68,7
110,68,9
120,68,9
122,68,9
124,68,7
127,68,6
139,68,7
170,68,7
210,68,8
226,68,5
235,68,8
259,68,-1
270,68,-1
294,68,9
38,71,3
51,71,9
54,71,-1
73,71,8
79,71,8
102,71,7
120,71,8
122,71,10
158,71,9
163,71,7
166,71,8
177,71,6
183,71,8
198,71,-1
202,71,8
210,71,9
226,71,7
232,71,5
261,71,6
288,71,8
294,71,8
296,71,-1
303,71,8
4,72,-1
24,72,7
38,72,1
51,72,9
54,72,-1
73,72,8
102,72,7
104,72,9
120,72,7
122,72,10
140,72,8
165,72,10
232,72,7
288,72,7
294,72,7
296,72,-1
306,72,8
51,73,9
54,73,-1
55,73,8
73,73,7
102,73,7
120,73,7
122,73,8
163,73,7
166,73,8
183,73,6
198,73,-1
202,73,7
210,73,9
226,73,7
232,73,9
288,73,7
294,73,7
296,73,-1
75,74,9
98,74,8
107,74,8
149,74,9
159,74,7
172,74,-1
229,74,9
235,74,7
246,74,7
295,74,10
308,74,8
247,75,8
67,76,9
160,76,7
247,76,8
308,76,9
183,77,7
247,77,9
308,77,9
1,79,-1
54,79,-1
90,79,-1
102,79,7
125,79,4
160,79,7
210,79,7
232,79,-1
248,79,6
249,79,5
256,79,9
261,79,8
279,79,7
282,79,9
285,79,-1
286,79,6
289,79,-1
75,80,10
183,80,6
234,80,7
247,80,8
109,81,6
148,81,8
234,81,8
247,81,7
234,82,8
247,82,7
234,84,8
247,84,7
183,85,7
234,85,9
247,85,8
75,86,8
183,86,6
234,86,7
247,86,8
183,87,9
234,87,6
234,88,6
247,89,7
50,90,8
108,90,6
109,90,8
166,90,7
183,90,6
247,90,9
277,90,9
290,90,-1
277,91,9
247,92,7
295,92,7
104,93,9
109,93,9
160,93,9
166,93,9
171,93,10
233,93,10
247,93,9
261,93,7
295,93,10
104,94,6
109,94,9
166,94,9
171,94,10
233,94,10
247,94,9
261,94,7
295,94,10
183,95,9
247,95,6
23,96,10
75,96,9
109,96,10
159,96,8
166,96,7
247,96,5
277,96,9
290,96,-1
21,97,8
51,97,8
54,97,-1
201,97,9
270,97,-1
288,97,9
294,97,8
43,98,-1
54,98,-1
102,98,6
140,98,6
226,98,7
288,98,6
308,98,10
54,99,-1
102,99,7
247,99,7
159,100,6
201,100,8
270,100,-1
308,100,8
53,101,8
73,101,8
99,101,6
112,101,10
120,101,10
143,101,-1
159,101,7
160,101,9
167,101,7
201,101,9
202,101,7
226,101,8
228,101,7
235,101,-1
261,101,8
264,101,8
271,101,9
279,101,8
288,101,6
294,101,6
301,101,5
54,102,-1
160,102,8
202,102,8
247,102,8
261,102,9
290,102,5
297,102,8
98,103,6
11,104,9
159,104,7
179,104,10
308,104,9
54,105,-1
248,105,8
267,105,-1
66,106,-1
154,106,8
185,106,8
211,106,7
290,106,10
109,108,6
168,109,9
248,109,7
247,110,7
7,111,8
54,113,-1
308,113,10
13,114,-1
17,114,7
29,114,10
51,114,9
103,114,7
247,115,7
247,116,7
226,119,8
246,119,6
288,119,7
11,120,6
32,120,10
45,120,8
47,120,10
57,120,10
98,120,7
107,120,8
112,120,10
120,120,7
127,120,7
132,120,8
147,120,8
154,120,9
159,120,7
163,120,8
168,120,9
172,120,-1
179,120,10
180,120,6
185,120,9
186,120,6
196,120,7
201,120,-1
213,120,9
253,120,10
267,120,-1
270,120,-1
277,120,9
286,120,7
290,120,-1
294,120,8
4,121,-1
7,121,8
11,121,7
17,121,6
19,121,8
29,121,8
30,121,10
34,121,-1
38,121,6
39,121,10
44,121,8
45,121,8
50,121,7
51,121,10
54,121,-1
60,121,10
61,121,8
66,121,8
68,121,8
71,121,9
77,121,7
79,121,9
80,121,8
81,121,8
84,121,8
86,121,10
88,121,10
89,121,-1
99,121,8
102,121,6
104,121,7
105,121,10
153,121,7
158,121,9
159,121,7
163,121,8
168,121,9
170,121,10
171,121,10
177,121,9
179,121,10
183,121,7
185,121,8
188,121,-1
190,121,7
191,121,9
194,121,9
198,121,-1
200,121,10
218,121,-1
219,121,9
220,121,10
226,121,6
232,121,8
235,121,8
241,121,8
244,121,10
247,121,8
248,121,8
249,121,9
250,121,9
261,121,7
263,121,6
266,121,10
269,121,9
270,121,-1
272,121,7
273,121,7
274,121,-1
275,121,8
279,121,7
281,121,7
284,121,9
286,121,9
288,121,9
290,121,8
292,121,9
293,121,8
294,121,8
296,121,9
300,121,9
306,121,8
308,121,9
11,122,6
54,122,-1
159,122,7
201,122,7
248,122,8
159,123,7
185,123,7
267,123,-1
277,123,9
290,123,10
308,123,8
277,124,9
226,125,7
289,125,-1
226,126,6
256,127,9
288,127,6
256,128,8
288,128,7
290,128,-1
160,129,9
160,130,8
235,130,7
160,131,8
235,131,7
5,132,6
43,132,8
54,132,-1
75,132,10
108,132,8
159,132,9
226,132,8
235,132,8
14,133,6
54,133,-1
90,133,-1
108,133,5
111,133,4
123,133,5
130,133,5
226,133,7
232,133,-1
248,133,8
256,133,8
80,134,9
111,134,9
127,134,6
133,134,-1
140,134,4
158,134,6
160,134,9
189,134,8
280,134,9
301,134,9
14,135,8
54,135,-1
183,135,9
196,135,9
202,135,7
248,135,9
296,135,-1
5,136,8
7,136,8
21,136,8
50,136,8
98,136,-1
108,136,7
129,136,9
134,136,10
160,136,8
161,136,9
165,136,10
231,136,10
235,136,6
294,136,10
296,136,9
308,136,8
5,137,8
98,137,-1
108,137,7
129,137,9
134,137,10
160,137,8
165,137,10
296,137,-1
5,138,6
82,138,9
129,138,9
134,138,10
160,138,8
165,138,10
296,138,-1
5,139,6
7,139,7
129,139,9
134,139,10
160,139,8
165,139,10
296,139,-1
89,142,-1
112,142,9
201,142,9
243,142,7
247,142,7
308,142,8
11,143,7
21,143,5
29,143,7
42,143,9
160,143,8
247,143,7
288,143,8
301,143,6
160,144,8
226,144,7
256,144,8
279,144,9
54,145,-1
102,145,5
167,145,8
248,145,9
253,145,8
256,145,8
261,145,7
290,145,7
294,145,7
54,146,-1
226,146,8
279,146,7
290,146,-1
34,147,8
108,147,9
135,147,4
160,147,8
179,147,9
226,147,7
248,147,9
250,147,7
289,147,-1
54,148,-1
11,149,5
46,149,7
61,149,6
107,149,7
111,149,7
120,149,8
123,149,7
160,149,8
179,149,4
266,149,7
4,150,-1
5,150,2
32,150,9
46,150,8
75,150,8
108,150,7
128,150,8
140,150,7
154,150,8
160,150,7
226,150,6
235,150,7
249,150,6
261,150,7
269,150,8
270,150,-1
286,150,7
288,150,7
294,150,7
296,150,9
5,152,4
54,153,-1
183,153,8
294,153,8
308,153,6
3,154,6
46,154,7
50,154,6
58,154,8
90,154,-1
112,154,9
123,154,7
133,154,-1
134,154,10
165,154,5
187,154,6
201,154,8
213,154,10
236,154,6
239,154,9
242,154,7
248,154,8
256,154,9
263,154,7
266,154,7
290,154,9
293,154,7
294,154,8
296,154,8
298,154,8
54,155,-1
160,155,9
54,156,-1
160,156,9
226,156,8
54,157,-1
160,157,7
167,157,3
172,157,-1
198,157,-1
226,157,7
256,157,10
289,157,-1
160,158,9
54,159,-1
270,159,-1
189,160,10
280,160,6
159,161,8
170,161,10
11,164,8
13,164,-1
17,164,9
21,164,9
37,164,8
46,164,10
51,164,10
54,164,-1
62,164,8
73,164,9
76,164,10
77,164,9
79,164,10
80,164,10
95,164,9
129,164,9
133,164,-1
139,164,8
142,164,9
147,164,10
158,164,9
159,164,8
160,164,10
164,164,9
165,164,10
173,164,7
175,164,8
177,164,8
179,164,10
185,164,10
196,164,9
200,164,10
201,164,10
209,164,9
211,164,7
224,164,10
227,164,8
231,164,8
234,164,8
239,164,9
240,164,-1
249,164,10
259,164,-1
262,164,10
266,164,-1
267,164,-1
269,164,8
274,164,-1
284,164,8
285,164,-1
288,164,9
290,164,8
291,164,10
293,164,10
294,164,9
298,164,10
306,164,9
51,165,9
160,165,8
4,166,-1
5,166,6
21,166,7
54,166,-1
102,166,7
109,166,9
129,166,9
200,166,8
249,166,8
270,166,-1
288,166,10
51,167,8
54,167,-1
102,167,8
158,167,7
183,167,7
226,167,7
43,168,8
226,168,7
35,169,-1
54,169,-1
102,169,5
104,169,6
177,169,8
226,169,7
247,169,8
248,169,9
271,169,8
280,169,7
288,169,7
294,169,7
3,170,9
5,170,6
7,170,9
34,170,-1
43,170,8
50,170,8
54,170,-1
148,170,9
171,170,9
202,170,8
231,170,9
235,170,8
294,170,8
296,170,10
303,170,9
5,174,5
38,174,4
54,174,-1
158,174,7
160,174,8
201,174,8
210,174,5
226,174,8
269,174,7
288,174,7
294,174,7
296,174,7
226,175,5
288,175,7
295,175,7
11,177,7
14,177,8
43,177,8
108,177,7
160,177,9
235,177,6
247,177,8
294,177,8
295,177,10
54,180,-1
109,180,9
111,180,7
160,180,7
199,180,9
210,180,9
226,180,9
301,180,7
54,181,-1
109,181,9
111,181,8
160,181,7
199,181,9
210,181,10
226,181,9
54,182,-1
152,182,6
158,182,9
187,182,9
308,182,8
235,183,7
296,183,8
5,185,6
40,185,9
55,185,9
75,185,9
95,185,6
129,185,9
160,185,8
202,185,8
208,185,9
235,185,8
5,186,6
40,186,9
75,186,8
95,186,6
129,186,9
202,186,8
235,186,7
40,187,9
95,187,6
129,187,9
202,187,7
235,187,6
5,189,1
54,189,-1
99,189,4
102,189,7
108,189,7
120,189,6
159,189,6
167,189,5
185,189,8
187,189,7
210,189,8
226,189,7
248,189,9
267,189,-1
290,189,4
294,189,7
5,190,1
54,190,-1
102,190,7
167,190,7
210,190,-1
226,190,7
248,190,8
267,190,-1
294,190,7
54,191,-1
167,191,5
248,191,9
294,191,7
167,192,5
248,192,9
267,192,-1
294,192,7
20,193,8
38,193,5
54,193,-1
135,193,7
226,193,8
232,193,-1
256,193,8
288,193,8
289,193,-1
308,193,7
183,194,6
5,195,4
54,195,-1
79,195,9
107,195,7
111,195,7
129,195,7
182,195,-1
185,195,7
202,195,8
210,195,8
222,195,8
226,195,8
248,195,9
256,195,9
285,195,-1
54,196,-1
79,196,8
90,196,-1
182,196,-1
202,196,5
226,196,6
248,196,9
107,197,7
256,197,8
290,197,-1
13,198,-1
43,198,8
68,198,8
109,198,7
168,198,9
189,198,1
210,198,8
269,198,7
3,199,10
5,199,8
11,199,10
13,199,-1
17,199,8
18,199,9
19,199,9
21,199,10
29,199,10
30,199,9
37,199,10
44,199,10
46,199,10
47,199,10
51,199,10
54,199,-1
72,199,7
73,199,9
77,199,10
79,199,10
80,199,10
84,199,10
94,199,10
95,199,10
99,199,9
102,199,9
106,199,9
128,199,10
129,199,9
132,199,10
133,199,-1
134,199,10
139,199,8
142,199,9
147,199,10
152,199,10
155,199,8
158,199,9
159,199,8
160,199,10
164,199,10
165,199,9
170,199,10
172,199,-1
173,199,7
175,199,8
179,199,10
183,199,9
185,199,10
186,199,10
191,199,8
196,199,10
198,199,-1
200,199,10
201,199,10
209,199,7
211,199,9
214,199,9
216,199,10
219,199,10
224,199,9
227,199,9
231,199,10
234,199,7
239,199,10
240,199,-1
248,199,9
249,199,-1
255,199,10
256,199,9
266,199,8
267,199,-1
272,199,10
274,199,-1
281,199,-1
284,199,8
285,199,-1
288,199,7
290,199,10
291,199,10
293,199,10
294,199,9
298,199,9
267,201,-1
11,202,9
32,202,10
35,202,-1
44,202,9
46,202,10
51,202,10
54,202,-1
66,202,6
75,202,8
79,202,9
102,202,7
108,202,8
158,202,9
159,202,7
160,202,8
163,202,7
165,202,10
185,202,8
201,202,9
206,202,10
248,202,8
249,202,7
269,202,8
277,202,9
122,204,9
201,204,7
226,204,7
288,204,7
4,205,-1
5,205,8
13,205,-1
17,205,7
34,205,-1
38,205,7
39,205,-1
40,205,9
43,205,10
51,205,8
54,205,-1
55,205,8
68,205,8
71,205,10
75,205,8
99,205,7
102,205,7
109,205,10
120,205,7
123,205,7
128,205,9
129,205,10
139,205,9
144,205,8
152,205,9
167,205,9
177,205,5
179,205,-1
187,205,8
189,205,10
191,205,7
193,205,10
196,205,10
210,205,9
219,205,9
224,205,9
226,205,8
235,205,8
250,205,9
259,205,10
261,205,6
262,205,8
269,205,8
274,205,-1
277,205,9
281,205,-1
285,205,-1
288,205,8
292,205,9
293,205,10
294,205,9
296,205,9
139,207,7
196,207,7
54,208,-1
54,209,-1
226,209,6
235,209,7
7,210,9
66,210,-1
80,210,8
89,210,-1
165,210,9
185,210,7
290,210,10
165,212,6
226,218,8
167,221,7
167,222,7
5,223,6
7,223,9
12,223,8
21,223,7
23,223,10
29,223,10
32,223,10
34,223,-1
39,223,8
50,223,10
53,223,5
55,223,7
80,223,9
85,223,10
88,223,10
89,223,-1
127,223,9
145,223,-1
158,223,6
164,223,9
166,223,7
191,223,9
198,223,-1
210,223,10
220,223,10
226,223,5
236,223,9
241,223,7
242,223,8
243,223,8
252,223,8
260,223,7
261,223,8
269,223,9
270,223,-1
271,223,8
281,223,8
285,223,-1
290,223,-1
293,223,8
294,223,9
3,225,9
5,225,1
7,225,7
12,225,6
21,225,6
29,225,4
34,225,9
39,225,7
50,225,8
53,225,3
88,225,9
89,225,-1
99,225,3
127,225,7
145,225,-1
148,225,7
158,225,7
163,225,5
190,225,7
191,225,7
198,225,-1
208,225,4
210,225,8
226,225,6
234,225,5
236,225,9
241,225,6
242,225,7
252,225,7
270,225,-1
271,225,5
281,225,4
293,225,8
294,225,7
1,226,-1
4,226,-1
16,226,-1
17,226,7
21,226,8
24,226,7
28,226,9
29,226,4
30,226,10
35,226,-1
37,226,6
38,226,9
39,226,8
40,226,9
50,226,7
51,226,6
55,226,7
61,226,8
75,226,9
79,226,9
80,226,10
81,226,5
88,226,10
89,226,-1
90,226,-1
94,226,8
97,226,7
99,226,4
102,226,6
104,226,10
107,226,9
108,226,7
109,226,8
111,226,3
112,226,9
116,226,6
118,226,8
120,226,10
122,226,8
125,226,7
129,226,9
132,226,9
139,226,4
152,226,6
155,226,9
158,226,9
160,226,9
168,226,9
169,226,9
173,226,10
178,226,9
179,226,-1
181,226,10
182,226,-1
185,226,8
186,226,8
187,226,7
189,226,10
190,226,8
198,226,-1
200,226,8
202,226,6
209,226,9
210,226,9
213,226,10
214,226,5
215,226,9
216,226,7
218,226,-1
219,226,9
224,226,8
225,226,9
226,226,8
228,226,9
236,226,10
237,226,-1
242,226,10
244,226,10
245,226,10
248,226,9
249,226,6
250,226,4
252,226,8
253,226,10
256,226,8
258,226,7
261,226,10
262,226,7
264,226,8
266,226,-1
268,226,8
269,226,7
270,226,-1
271,226,10
284,226,6
286,226,8
287,226,10
288,226,10
289,226,-1
290,226,6
292,226,8
293,226,8
294,226,7
296,226,6
298,226,8
300,226,9
303,226,10
306,226,7
13,227,-1
17,227,7
21,227,9
24,227,8
32,227,9
51,227,10
54,227,-1
68,227,7
81,227,5
99,227,7
103,227,10
118,227,7
120,227,7
128,227,10
129,227,7
139,227,7
147,227,9
155,227,7
160,227,8
175,227,8
185,227,7
196,227,5
219,227,9
227,227,9
230,227,-1
234,227,8
256,227,6
259,227,-1
270,227,-1
274,227,-1
277,227,9
281,227,7
290,227,-1
293,227,8
294,227,7
302,227,-1
6,228,-1
17,228,7
21,228,8
54,228,-1
66,228,6
75,228,9
105,228,7
107,228,6
160,228,8
167,228,7
201,228,9
231,228,10
258,228,7
259,228,-1
261,228,8
46,230,6
5,232,3
7,232,8
11,232,6
29,232,7
99,232,7
157,232,-1
160,232,9
235,232,8
269,232,7
277,232,8
290,232,-1
308,232,8
75,233,8
247,233,8
54,234,-1
40,237,10
51,237,10
54,237,-1
71,237,10
95,237,8
102,237,8
104,237,5
109,237,9
140,237,4
145,237,-1
160,237,8
166,237,6
183,237,8
210,237,10
226,237,8
282,237,9
294,237,9
54,238,-1
226,238,6
235,238,7
295,238,10
296,238,6
13,239,-1
51,239,9
139,239,9
183,239,9
200,239,10
5,240,4
21,240,9
51,240,8
54,240,-1
196,240,8
248,240,6
264,240,8
1,241,-1
5,241,1
54,241,-1
96,241,9
105,241,7
210,241,5
226,241,6
248,241,8
256,241,8
271,241,8
288,241,6
289,241,-1
290,241,4
46,242,10
54,242,-1
98,242,9
111,242,8
11,243,4
20,243,9
61,243,7
111,243,8
160,243,8
179,243,-1
185,243,7
213,243,8
288,244,7
5,245,10
7,245,8
13,245,-1
17,245,8
23,245,10
39,245,10
40,245,10
46,245,10
51,245,8
54,245,-1
55,245,-1
95,245,7
107,245,8
108,245,9
117,245,9
125,245,9
160,245,10
163,245,7
165,245,10
183,245,9
185,245,7
189,245,10
191,245,10
202,245,9
214,245,10
226,245,10
235,245,8
236,245,9
244,245,8
247,245,8
248,245,10
269,245,10
290,245,8
296,245,10
300,245,10
50,246,8
90,246,-1
159,246,8
210,246,9
226,246,5
296,246,8
220,247,9
308,247,9
5,248,1
54,248,-1
107,248,7
210,248,7
226,248,7
248,248,9
288,248,7
289,248,-1
296,248,-1
5,249,1
7,249,8
11,249,9
20,249,10
21,249,8
23,249,9
29,249,8
32,249,10
34,249,-1
35,249,-1
50,249,9
57,249,10
75,249,9
80,249,8
89,249,-1
97,249,7
107,249,9
112,249,10
142,249,5
147,249,10
149,249,9
160,249,8
161,249,8
165,249,9
185,249,9
201,249,7
213,249,9
215,249,10
220,249,10
226,249,7
257,249,9
271,249,8
277,249,9
286,249,7
288,249,7
290,249,-1
296,249,-1
302,249,-1
5,250,5
50,250,9
247,250,8
270,250,-1
271,250,8
293,250,7
296,250,-1
160,251,8
180,251,9
226,251,7
196,254,8
17,256,6
44,256,6
54,256,-1
99,256,6
139,256,6
160,256,8
165,256,7
169,256,9
248,256,9
252,256,3
285,256,-1
294,256,8
23,257,9
43,257,7
54,257,-1
111,257,7
158,257,8
248,257,7
270,257,-1
294,257,8
35,258,-1
226,259,8
289,259,-1
54,260,-1
120,260,7
226,260,8
248,260,7
289,260,-1
54,261,-1
226,261,8
226,262,8
5,263,7
54,263,-1
56,263,10
86,263,-1
108,263,9
129,263,9
145,263,-1
148,263,9
189,263,9
202,263,9
226,263,8
235,263,8
276,263,10
281,263,8
294,263,9
296,263,10
5,264,8
145,264,-1
148,264,8
202,264,8
294,264,9
296,264,-1
5,265,7
148,265,7
202,265,8
294,265,9
296,265,-1
108,267,7
109,267,7
189,267,10
200,267,10
202,267,7
296,267,-1
5,268,7
17,268,8
39,268,-1
43,268,7
54,268,-1
80,268,8
111,268,7
128,268,9
247,268,6
248,268,9
262,268,7
290,268,-1
300,268,7
5,269,3
8,269,9
33,269,9
34,269,10
38,269,8
39,269,8
41,269,8
42,269,10
43,269,8
44,269,9
46,269,10
49,269,-1
50,269,7
54,269,-1
66,269,10
80,269,10
81,269,7
90,269,-1
97,269,9
101,269,10
104,269,7
107,269,9
112,269,10
124,269,8
125,269,5
126,269,7
129,269,9
136,269,8
138,269,9
139,269,7
145,269,-1
148,269,7
153,269,9
163,269,7
166,269,9
170,269,8
173,269,8
177,269,8
180,269,8
182,269,-1
186,269,10
187,269,7
190,269,8
202,269,8
219,269,-1
226,269,10
250,269,7
255,269,10
261,269,7
263,269,9
268,269,7
271,269,10
273,269,4
279,269,9
282,269,10
285,269,-1
286,269,9
